gene_symbol,chromosome,clinical_significance,disease,inheritance_pattern,allele_frequency
DMD,chrX,Pathogenic,Primary Dilated Cardiomyopathy,germline,0.005011794
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.024597916
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.154342198
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.005074632
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.045251087
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.027520077
CFTR,chr7,Uncertain,Congenital Bilateral Aplasia Of Vas Deferens From Cftr Mutation,germline,0.027424495
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.036503129
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,4.18e-05
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.025445308
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000803094
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.009974604
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000540111
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.003575837
DMD,chrX,Uncertain,Dystrophin Deficiency,germline,0.000497302
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.003561864
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.009862985
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.010356429
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.036342706
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,1.91e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.023998475
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007750696
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.006618891
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.007144917
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.026601689
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.017056313
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.014545876
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.049605384
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.007469267
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.000942023
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.027673106
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000140795
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.054966592
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.010595099
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.023242776
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.141723818
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.013385564
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.042806448
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.005583226
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.054676886
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,3.77e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,5.93e-05
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.064245222
CFTR,chr7,Uncertain,Cystic Fibrosis,unknown,0.03776907
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001708812
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.004065374
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.0034625
DMD,chrX,Pathogenic,Cardiovascular Phenotype,germline,0.036743089
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.038573649
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.02862525
HEXA,chr15,Pathogenic,Tay-Sachs Disease,unknown,0.023985196
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.005891291
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.009496137
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.007230834
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.025715286
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.016642081
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.055632314
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.000914799
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,2.69e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.043627415
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.02700047
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.01865247
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.031964299
CFTR,chr7,Uncertain,Cftr-Related Disorder,germline,0.006549009
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000794229
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.09213764
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002325736
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.017225967
CFTR,chr7,Benign,Cftr-Related Disorder,germline,0.000298621
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.020398336
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.018859512
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.031421437
CFTR,chr7,Benign,Cystic Fibrosis,germline,6e-05
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.021255015
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.006734316
CFTR,chr7,Unknown,Cystic Fibrosis,germline,0.00973362
DMD,chrX,Benign,Becker Muscular Dystrophy,germline,0.049090545
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.013340427
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,4.13e-05
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.005058024
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.002094951
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.000474451
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.016580083
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.050200161
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.03409762
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.037673362
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.025169648
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.010279492
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.002065554
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.010657402
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001515708
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,unknown,2.93e-05
DMD,chrX,Pathogenic,Dilated Cardiomyopathy 3B,germline,8.93e-05
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.024835333
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.002368175
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003877482
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.018333609
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.002416921
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.005390871
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.067497257
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.031861324
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.020954348
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,unknown,0.003108049
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.025126641
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.018750361
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.040312993
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.003456094
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000169314
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.036964562
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.001903782
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.008601925
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.017916566
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007259237
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.128664083
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.005897292
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.013711464
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,6.06e-08
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.025075349
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.034644561
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006542939
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.015301699
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.084357203
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.013834138
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.089285795
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.002247226
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.037018963
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,1.15e-05
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.040184971
CFTR,chr7,Uncertain,Cystic Fibrosis,unknown,0.022040621
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.142122691
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000180579
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001737824
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.046941374
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.004347871
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.020860265
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.038598492
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.024503885
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000193007
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.013312291
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.045333494
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.006085635
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00609936
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.004948371
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.002220217
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.028402902
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.103991017
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,7.11e-05
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,unknown,0.033400416
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.00039338
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.004761504
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000350826
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.007110584
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.00271262
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.001098094
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001754265
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000376388
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007616242
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000373958
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.000471187
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.059436132
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.00256648
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.013780897
DMD,chrX,Pathogenic,Cardiovascular Phenotype,germline,3.77e-05
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.003235829
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001384774
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.018912295
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.018519071
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.00017014
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.09801589
HEXA,chr15,Uncertain,Inborn Genetic Diseases,germline,0.034902146
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000941116
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.002183616
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.030080015
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.010901638
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.03683652
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000768188
HEXA,chr15,Benign,Tay-Sachs Disease,germline,2.34e-05
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.074152119
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.02840742
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.002888558
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.157513008
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001269178
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000102753
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.002510138
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.054590516
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008248635
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.03182799
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.01563873
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.009799224
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.023830147
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.020171623
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.067667544
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.020786253
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.057192888
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.012624413
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.011085993
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.005823196
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.046410055
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.046212398
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.003617645
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.012652059
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001248059
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.006255601
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.091178774
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000183174
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.023474619
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.008266086
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006206512
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001632914
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.023498721
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,7.47e-06
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.016571348
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00222652
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00443638
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.011622562
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001060112
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.00602604
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.105538181
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000768217
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.027222186
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.003892059
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.034312127
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.0385054
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.013927457
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.039795812
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000548322
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.003344635
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.057881853
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.005449901
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.01914977
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.007766886
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001941419
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.008500703
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.071006744
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.001759542
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.016495048
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001050178
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.025182132
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.002080008
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.002546804
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.027422717
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000135854
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.010737679
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.016364374
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000607344
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.000611076
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000935588
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.00975707
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.00640674
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.036431476
CFTR,chr7,Unknown,Cystic Fibrosis,germline,0.026765876
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.050501689
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001345536
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.007865811
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.027027598
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.019604383
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.003730344
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00872038
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000887288
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.009311783
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.118418089
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.005893281
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.058123979
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.1776554
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.034866934
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.010315756
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.005102921
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.027294495
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.006544617
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.008768097
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001155602
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.07305667
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.009610974
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.051829771
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.020612674
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.051366467
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.032681803
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,germline,0.008587225
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.04024071
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001462097
CFTR,chr7,Benign,Cystic Fibrosis,germline,7.83e-07
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002014011
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.03765837
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.008497657
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.028831007
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.026442563
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.025549597
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.027927157
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,4.87e-05
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.014694561
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000282847
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000198945
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.003266981
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.011720793
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.011348553
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000693492
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.036258354
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.079033869
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.003452623
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002912201
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000875872
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.075632323
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.043583387
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003038403
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.025999871
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.015088931
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.019199503
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,1.34e-05
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.012631599
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.003778453
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.013471596
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.065424566
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.019779527
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.005653847
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.062286394
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.048533725
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.006333346
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.03661544
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.018181472
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001729681
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.012299666
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.028464282
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.03998829
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007175473
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.034620701
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.058083389
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.010511737
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.016834479
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.000127179
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.002026567
DMD,chrX,Pathogenic,Cardiovascular Phenotype,germline,2.1e-05
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.052478809
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007647508
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002127761
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.02011492
CFTR,chr7,Pathogenic,Congenital Bilateral Aplasia Of Vas Deferens From Cftr Mutation,germline,0.015985897
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.015835205
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.046035595
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.021256986
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.049553047
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.015299696
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.027497892
CFTR,chr7,Unknown,Cystic Fibrosis,germline,0.070598144
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004895324
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.0344268
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,3.93e-05
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000637353
